timestamps, raw distance, filtered distance, raw azimuth, filtered azimuth, Latitude, Longitude, RAW_LAT, RAW_LONG, Sound_LAT, Sound_LONG, currentOrientation, trialState, trialNumber, earconPlayed 
0.000727395,1596.42,32.5801,1.554,0.222,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,0,0,0,0
0.0204828,1596.42,65.1601,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,0,0,0,0
0.0385579,1596.42,97.7402,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,0,0,0,0
0.0549831,1596.42,130.32,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,0,0,0,0
0.0685657,1596.42,162.9,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,0,0,0,0
0.0852273,1596.42,195.48,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,0,0,0,0
0.101974,1596.42,228.06,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,0,0,0,0
0.118756,1596.42,260.641,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.135529,1596.42,293.221,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.151989,1596.42,325.801,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.169146,1596.42,358.381,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.186645,1596.42,390.961,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.203237,1596.42,423.541,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.218768,1596.42,456.121,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.235847,1596.42,488.701,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.252094,1596.42,521.281,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.269584,1596.42,553.861,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.285424,1596.42,586.441,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.302165,1596.42,619.021,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,42.1875,0,0,0
0.319181,1596.42,651.601,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,30.7031,0,0,0
0.336096,1596.42,684.181,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,30.7031,0,0,0
0.352253,1596.42,716.761,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,30.7031,0,0,0
0.368701,1596.42,749.342,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,30.7031,0,0,0
0.385342,1596.42,781.922,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,30.7031,0,0,0
0.402765,1596.42,814.502,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,30.7031,0,0,0
0.419185,1596.42,847.082,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,30.7031,0,0,0
0.436014,1596.42,879.662,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,30.7031,0,0,0
0.45272,1596.42,912.242,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,30.7031,0,0,0
0.468786,1596.42,944.822,1.554,0.444,55.6397,12.5243,55.6397,12.5243,55.6506,12.5409,30.7031,0,0,0
