timestamps, raw distance, filtered distance, raw azimuth, filtered azimuth, Latitude, Longitude, RAW_LAT, RAW_LONG, Sound_LAT, Sound_LONG, currentOrientation, trialState, trialNumber, earconPlayed 
0.000882969,1597.69,32.6058,1.553,0.221857,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,0,0,0,0
0.0332741,1597.69,65.2117,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,0,0,0,0
0.0503916,1597.69,97.8175,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,0,0,0,0
0.0642077,1597.69,130.423,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,0,0,0,0
0.078276,1597.69,163.029,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,0,0,0,0
0.0952334,1597.69,195.635,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,0,0,0,0
0.111614,1597.69,228.241,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.129206,1597.69,260.847,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.144948,1597.69,293.452,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.161543,1597.69,326.058,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.178449,1597.69,358.664,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.194965,1597.69,391.27,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.211581,1597.69,423.876,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.228862,1597.69,456.482,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.245403,1597.69,489.087,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.262254,1597.69,521.693,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.280088,1597.69,554.299,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.295341,1597.69,586.905,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.344,0,0,0
0.311652,1597.69,619.511,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.188,0,0,0
0.333256,1597.69,652.117,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.188,0,0,0
0.353677,1597.69,684.722,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.188,0,0,0
0.366246,1597.69,717.328,1.553,0.443714,55.6399,12.5239,55.6399,12.5239,55.6506,12.5409,190.188,0,0,0
0.379017,1710.08,752.228,1.553,0.443714,55.6365,12.5299,55.6365,12.5299,55.6506,12.5409,190.188,0,0,0
0.39481,1710.08,787.127,1.553,0.443714,55.6365,12.5299,55.6365,12.5299,55.6506,12.5409,190.188,0,0,0
0.411323,1710.08,822.027,1.553,0.443714,55.6365,12.5299,55.6365,12.5299,55.6506,12.5409,190.188,0,0,0
0.428083,1710.08,856.926,1.553,0.443714,55.6365,12.5299,55.6365,12.5299,55.6506,12.5409,190.188,0,0,0
0.444875,1710.08,891.826,1.553,0.443714,55.6365,12.5299,55.6365,12.5299,55.6506,12.5409,190.188,0,0,0
0.461976,1710.08,926.725,1.553,0.443714,55.6365,12.5299,55.6365,12.5299,55.6506,12.5409,190.188,0,0,0
0.479546,1710.08,961.625,1.553,0.443714,55.6365,12.5299,55.6365,12.5299,55.6506,12.5409,190.188,0,0,0
