timestamps, raw distance, filtered distance, raw azimuth, filtered azimuth, Latitude, Longitude, RAW_LAT, RAW_LONG, Sound_LAT, Sound_LONG, currentOrientation, trialState, trialNumber, earconPlayed 
0.000616042,1588.44,32.4171,0.165,0.0235714,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.0270591,1588.44,64.8341,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.0414784,1588.44,97.2512,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.0567034,1588.44,129.668,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.0704961,1588.44,162.085,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.0875125,1588.44,194.502,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.103728,1588.44,226.919,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.120801,1588.44,259.337,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.139387,1588.44,291.754,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.153866,1588.44,324.171,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.170047,1588.44,356.588,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.187632,1588.44,389.005,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,79.5781,0,0,0
0.203543,1588.44,421.422,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,50.7656,0,0,0
0.219887,1588.44,453.839,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,50.7656,0,0,0
0.237511,1588.44,486.256,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,50.7656,0,0,0
0.254596,1588.44,518.673,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,50.7656,0,0,0
0.270608,1588.44,551.09,0.165,0.0471429,55.6398,12.5243,55.6398,12.5243,55.6506,12.5409,50.7656,0,0,0
